concept:name,day,user,case:concept:name
Activity U,Thursday,Anna,637
Activity X,Wednesday,Hannah,637
Activity V,Tuesday,Brian,637
Activity P,Tuesday,Chan,637
Activity B,Thursday,Amanda,637
Activity A,Thursday,Sonia,638
Activity O,Monday,Hannah,638
Activity S,Monday,James,638
Activity T,Friday,Anna,638
Activity P,Tuesday,Shandi,638
Activity B,Monday,Pam,638
Activity U,Thursday,Carmella,639
Activity X,Monday,Hugo,639
Activity A,Wednesday,Lourdes,639
Activity O,Friday,Sharee,639
Activity V,Tuesday,Brian,639
Activity P,Wednesday,Frances,639
Activity B,Thursday,Amanda,639
Activity A,Wednesday,Lourdes,640
Activity O,Monday,Hannah,640
Activity S,Friday,Lisa,640
Activity B,Wednesday,Craig,640
Activity A,Friday,Rossie,641
Activity Y,Wednesday,Lannie,641
Activity B,Thursday,Jimmy,641
Activity A,Friday,Melany,642
Activity Z,Monday,Lannie,642
Activity AA,Thursday,Clayton,642
Activity AD,Wednesday,Clayton,642
Activity AB,Friday,Amanda,642
Activity B,Thursday,Amanda,642
Activity A,Monday,Sonia,643
Activity O,Monday,Hannah,643
Activity T,Friday,Clayton,643
Activity S,Monday,James,643
Activity P,Tuesday,Chan,643
Activity B,Thursday,Amanda,643
Activity A,Tuesday,Frances,644
Activity O,Friday,Lourdes,644
Activity S,Friday,Lisa,644
Activity T,Friday,Clayton,644
Activity P,Friday,Jimmy,644
Activity B,Thursday,Craig,644
Activity A,Thursday,Sharee,645
Activity O,Monday,Hannah,645
Activity S,Monday,James,645
Activity T,Wednesday,Jin,645
Activity P,Wednesday,Marilyn,645
Activity B,Thursday,Charles,645
Activity A,Friday,Seth,646
Activity O,Wednesday,Hassie,646
Activity S,Friday,Lisa,646
Activity T,Wednesday,Jin,646
Activity P,Friday,Jimmy,646
Activity B,Wednesday,Craig,646
Activity A,Thursday,Sonia,647
Activity O,Thursday,Clayton,647
Activity U,Sunday,Jin,647
Activity X,Monday,Hugo,647
Activity V,Tuesday,Brian,647
Activity P,Sunday,Chan,647
Activity B,Thursday,Amanda,647
Activity A,Friday,Melany,648
Activity Z,Monday,Lannie,648
Activity AA,Wednesday,James,648
Activity AF,Thursday,Alpha,648
Activity AB,Tuesday,Amanda,648
Activity B,Tuesday,Doretta,648
Activity A,Friday,Melany,649
Activity Z,Monday,Lannie,649
Activity AA,Monday,Gema,649
Activity AD,Friday,Sherell,649
Activity AB,Tuesday,Amanda,649
Activity B,Thursday,Amanda,649
Activity A,Tuesday,Rossie,650
Activity Y,Wednesday,Lannie,650
Activity B,Thursday,Jimmy,650
Activity A,Friday,Melany,651
Activity Z,Thursday,Lannie,651
Activity AA,Wednesday,James,651
Activity AF,Monday,Jamika,651
Activity AB,Tuesday,Amanda,651
Activity B,Thursday,Amanda,651
Activity A,Thursday,Sharee,652
Activity O,Monday,Hannah,652
Activity S,Monday,James,652
Random activity 17,Random day 1,Random user 15,652
Activity T,Tuesday,James,652
Activity P,Wednesday,Marilyn,652
Activity B,Thursday,Charles,652
Activity A,Friday,Melany,653
Activity Z,Thursday,Lannie,653
Activity AA,Monday,Gema,653
Activity AD,Thursday,Clayton,653
Activity AB,Tuesday,Amanda,653
Activity B,Tuesday,Doretta,653
Activity A,Wednesday,Sonia,654
Activity O,Wednesday,Lannie,654
Activity S,Monday,James,654
Activity T,Thursday,Jin,654
Activity P,Thursday,Johnny,654
Activity B,Thursday,Charles,654
Activity A,Thursday,Lourdes,655
Activity O,Wednesday,Hassie,655
Activity S,Monday,James,655
Activity T,Wednesday,Jin,655
Activity P,Tuesday,Chan,655
Activity B,Tuesday,Doretta,655
Activity T,Wednesday,Jin,655
Activity P,Tuesday,Chan,655
Activity B,Tuesday,Doretta,655
Activity AA,Wednesday,Paul,656
Activity A,Friday,Melany,656
Activity Z,Thursday,Lannie,656
Activity AF,Monday,Lannie,656
Activity AB,Tuesday,Amanda,656
Activity B,Thursday,Amanda,656
Activity A,Friday,Melany,657
Activity Z,Thursday,Lannie,657
Activity AA,Wednesday,Paul,657
Activity AF,Thursday,Lannie,657
Activity AB,Tuesday,Amanda,657
Activity B,Tuesday,Doretta,657
Activity A,Friday,Sonia,658
Activity O,Thursday,Lucy,658
Activity U,Thursday,Ling,658
Activity X,Monday,Hugo,658
Activity V,Tuesday,Brian,658
Activity P,Tuesday,Chan,658
Activity B,Tuesday,Doretta,658
Activity Y,Wednesday,Lannie,659
Activity A,Tuesday,Rossie,659
Activity B,Thursday,Jimmy,659
Activity A,Friday,Donald,660
Activity O,Wednesday,Lannie,660
Activity S,Friday,Lisa,660
Activity T,Friday,Anna,660
Activity P,Tuesday,Ryan,660
Activity T,Friday,Anna,660
Activity P,Tuesday,Ryan,660
Activity B,Thursday,Craig,660
Activity A,Friday,Seth,661
Activity O,Friday,Sharee,661
Activity U,Thursday,Ling,661
Activity X,Monday,Hugo,661
Activity V,Tuesday,Brian,661
Activity P,Tuesday,Chan,661
Activity B,Thursday,Amanda,661
Activity A,Friday,Sonia,662
Activity O,Friday,Sharee,662
Activity U,Thursday,Ling,662
Activity X,Monday,Hugo,662
Activity V,Tuesday,Brian,662
Activity P,Tuesday,Chan,662
Activity B,Thursday,Amanda,662
Activity A,Monday,Lourdes,663
Activity S,Friday,Lisa,663
Activity T,Tuesday,James,663
Activity O,Wednesday,Hassie,663
Activity P,Friday,Jimmy,663
Activity B,Wednesday,Craig,663
Activity A,Friday,Melany,664
Random activity 22,Random day 1,Random user 65,664
Activity Z,Monday,Lannie,664
Activity AA,Thursday,Clayton,664
Random activity 13,Random day 1,Random user 6,664
Activity AD,Tuesday,Sherell,664
Activity AB,Friday,Amanda,664
Activity B,Thursday,Amanda,664
Activity A,Friday,Donald,665
Activity O,Monday,Hannah,665
Activity S,Monday,James,665
Activity T,Friday,Clayton,665
Activity P,Friday,Jimmy,665
Activity B,Wednesday,Craig,665
Random activity 13,Random day 2,Random user 33,666
Activity A,Friday,Melany,666
Activity Z,Monday,Lannie,666
Activity AA,Monday,Gema,666
Activity AD,Thursday,Sherell,666
Activity AB,Friday,Amanda,666
Activity B,Thursday,Amanda,666
Activity A,Thursday,Sharee,667
Activity O,Wednesday,Lannie,667
Activity S,Monday,James,667
Random activity 12,Random day 3,Random user 20,667
Activity T,Wednesday,Jin,667
Random activity 27,Random day 3,Random user 2,667
Activity P,Tuesday,Chan,667
Activity B,Tuesday,Doretta,667
Activity A,Friday,Sigrid,668
Activity C,Friday,Roseanne,668
Activity E,Monday,Howard,668
Activity D,Monday,Roseanne,668
Activity I,Wednesday,Maryellen,668
Activity N,Thursday,Jimmy,668
Activity J,Tuesday,Gema,668
Activity B,Monday,Paul,668
Activity A,Friday,Seth,669
Activity O,Monday,Hannah,669
Activity T,Friday,Clayton,669
Activity P,Friday,Jimmy,669
Activity B,Wednesday,Craig,669
Activity A,Thursday,Donald,670
Activity O,Wednesday,Lannie,670
Activity S,Monday,James,670
Activity T,Friday,Anna,670
Activity P,Tuesday,Chan,670
Activity B,Thursday,Amanda,670
Activity A,Thursday,Sharee,671
Activity O,Monday,Hannah,671
Activity S,Monday,James,671
Activity T,Friday,Anna,671
Activity P,Wednesday,Frances,671
Activity B,Thursday,Amanda,671
Activity A,Friday,Steve,672
Activity Z,Monday,Lannie,672
Activity AA,Thursday,Chan,672
Activity AC,Tuesday,Junior,672
Activity AB,Tuesday,Jamika,672
Activity B,Tuesday,Doretta,672
Activity S,Monday,James,673
Activity A,Friday,Sonia,673
Activity O,Wednesday,Lannie,673
Activity T,Wednesday,Jin,673
Activity P,Friday,Johnny,673
Activity B,Thursday,Charles,673
Activity A,Friday,Melany,674
Activity Z,Monday,Lannie,674
Activity AA,Monday,Gema,674
Activity AD,Friday,Sherell,674
Activity AB,Tuesday,Amanda,674
Activity Z,Monday,Lannie,674
Activity AA,Monday,Gema,674
Activity AD,Friday,Sherell,674
Activity B,Thursday,Amanda,674
Activity A,Friday,Sonia,675
Activity O,Thursday,Lucy,675
Activity U,Wednesday,Johnny,675
Activity X,Monday,Hugo,675
Activity V,Tuesday,Emily,675
Activity P,Wednesday,Frances,675
Activity B,Tuesday,Doretta,675
Activity A,Friday,Melany,676
Activity Z,Monday,Lannie,676
Activity AA,Thursday,Clayton,676
Activity AD,Monday,Brant,676
Activity AB,Friday,Amanda,676
Activity B,Thursday,Amanda,676
Activity S,Monday,James,677
Activity A,Friday,Sonia,677
Activity O,Wednesday,Hassie,677
Activity T,Wednesday,Jin,677
Activity P,Tuesday,Chan,677
Activity B,Thursday,Amanda,677
Activity A,Wednesday,Steve,678
Activity Z,Monday,Lannie,678
Activity AA,Wednesday,Rossana,678
Activity AF,Monday,Jamika,678
Activity AB,Tuesday,Amanda,678
Activity B,Tuesday,Doretta,678
Activity A,Wednesday,Lourdes,679
Activity O,Monday,Hannah,679
Activity S,Monday,James,679
Activity T,Wednesday,Jin,679
Activity P,Friday,Jimmy,679
Activity B,Wednesday,Craig,679
Activity A,Friday,Sonia,680
Activity O,Monday,Hannah,680
Activity S,Monday,James,680
Activity T,Friday,Anna,680
Activity P,Friday,Jimmy,680
Activity B,Wednesday,Craig,680
Activity A,Friday,Lourdes,681
Activity O,Monday,Hannah,681
Activity S,Monday,James,681
Activity T,Friday,Anna,681
Activity P,Friday,Johnny,681
Activity B,Thursday,Charles,681
Activity A,Friday,Sonia,682
Activity O,Friday,Sharee,682
Activity U,Monday,Ronald,682
Activity W,Monday,Charles,682
Activity V,Tuesday,Brian,682
Activity P,Friday,Jimmy,682
Activity B,Wednesday,Craig,682
Activity A,Monday,Lourdes,683
Activity O,Wednesday,Hassie,683
Activity S,Monday,James,683
Activity T,Tuesday,James,683
Activity P,Wednesday,Marilyn,683
Activity B,Thursday,Charles,683
Activity C,Friday,Velda,684
Activity H,Thursday,Evelin,684
Activity D,Thursday,Shandi,684
Activity I,Thursday,Jamika,684
Activity M,Friday,Shandi,684
Activity A,Friday,Sigrid,684
Activity J,Monday,Tiffiny,684
Activity B,Monday,Rossana,684
Activity A,Wednesday,Donald,685
Activity O,Friday,Sharee,685
Activity U,Thursday,Ling,685
Activity X,Monday,Hugo,685
Activity V,Tuesday,Emily,685
Activity U,Thursday,Ling,685
Activity X,Monday,Hugo,685
Activity P,Friday,Jimmy,685
Activity B,Wednesday,Craig,685
Activity A,Friday,Melany,686
Activity Z,Monday,Lannie,686
Activity AA,Thursday,Rossana,686
Activity AF,Thursday,Alpha,686
Activity AB,Wednesday,Amanda,686
Activity B,Thursday,Amanda,686
Activity A,Friday,Rossie,687
Activity Y,Wednesday,Lannie,687
Activity B,Friday,Seth,687
Activity Z,Thursday,Lannie,688
Activity AA,Monday,Rossana,688
Activity AF,Thursday,Alpha,688
Activity AB,Tuesday,Amanda,688
Activity A,Friday,Melany,688
Activity B,Tuesday,Doretta,688
Activity A,Friday,Melany,689
Activity Z,Monday,Lannie,689
Activity AA,Wednesday,Sherlene,689
Activity AC,Tuesday,Junior,689
Activity AB,Monday,Hoyt,689
Activity B,Monday,Hugo,689
Activity A,Friday,Melany,690
Activity Z,Monday,Lannie,690
Activity AA,Wednesday,Sherlene,690
Activity AC,Thursday,Jin,690
Activity AB,Thursday,Jamika,690
Activity B,Thursday,Amanda,690
Activity A,Wednesday,Lourdes,691
Activity O,Wednesday,Lannie,691
Activity S,Friday,Lisa,691
Activity T,Friday,Anna,691
Activity P,Tuesday,Chan,691
Activity B,Tuesday,Doretta,691
Activity A,Friday,Melany,692
Activity Z,Monday,Lannie,692
Activity AA,Thursday,Chan,692
Activity AC,Thursday,Jin,692
Activity AB,Monday,Hoyt,692
Activity B,Monday,Hugo,692
Activity A,Wednesday,Sonia,693
Activity O,Monday,Hannah,693
Activity S,Monday,James,693
Activity T,Friday,Clayton,693
Activity P,Tuesday,Chan,693
Activity B,Tuesday,Doretta,693
Activity A,Thursday,Lourdes,694
Activity O,Monday,Hannah,694
Activity P,Friday,Jimmy,694
Activity S,Monday,James,694
Activity T,Friday,Clayton,694
Activity B,Thursday,Craig,694
Activity A,Friday,Melany,695
Activity Z,Monday,Lannie,695
Activity AA,Monday,Chan,695
Activity AC,Tuesday,Junior,695
Activity AB,Tuesday,Jamika,695
Activity B,Tuesday,Doretta,695
Activity A,Friday,Sonia,696
Activity O,Monday,Hannah,696
Activity T,Friday,Clayton,696
Activity P,Friday,Jimmy,696
Activity S,Monday,James,696
Activity B,Wednesday,Craig,696
Activity Z,Monday,Lannie,697
Activity A,Friday,Melany,697
Activity AA,Wednesday,Paul,697
Activity AF,Thursday,Alpha,697
Activity AB,Tuesday,Amanda,697
Activity B,Thursday,Amanda,697
Activity A,Wednesday,Steve,698
Activity Z,Monday,Lannie,698
Activity AA,Friday,Rossana,698
Activity AF,Monday,Jamika,698
Activity AB,Friday,Amanda,698
Activity B,Tuesday,Doretta,698
Activity S,Friday,Lisa,699
Activity T,Wednesday,Jin,699
Activity P,Tuesday,Chan,699
Activity A,Thursday,Sharee,699
Activity O,Wednesday,Lannie,699
Activity B,Tuesday,Doretta,699
Activity A,Friday,Donald,700
Activity O,Friday,Sharee,700
Activity U,Thursday,Carmella,700
Activity X,Wednesday,Hannah,700
Activity V,Tuesday,Brian,700
Activity P,Wednesday,Frances,700
Activity B,Tuesday,Doretta,700
Activity A,Friday,Melany,701
Activity Z,Monday,Lannie,701
Activity AA,Friday,Rossana,701
Activity AF,Thursday,Lannie,701
Random activity 2,Random day 4,Random user 2,701
Activity AB,Tuesday,Amanda,701
Activity B,Tuesday,Doretta,701
Activity A,Friday,Donald,702
Activity O,Thursday,Lucy,702
Activity X,Monday,Hugo,702
Activity U,Thursday,Johnny,702
Activity V,Tuesday,Brian,702
Activity P,Friday,Jimmy,702
Activity B,Wednesday,Craig,702
Activity A,Tuesday,Rossie,703
Activity Y,Wednesday,Lannie,703
Activity B,Thursday,Jimmy,703
Activity A,Friday,Seth,704
Activity O,Monday,Hannah,704
Activity S,Monday,James,704
Activity T,Friday,Clayton,704
Activity P,Wednesday,Marilyn,704
Activity B,Thursday,Charles,704
Activity A,Thursday,Sharee,705
Activity O,Thursday,Lucy,705
Activity U,Wednesday,Anna,705
Activity X,Monday,Hugo,705
Activity V,Tuesday,Brian,705
Activity P,Friday,Jimmy,705
Activity B,Thursday,Craig,705
Activity A,Friday,Donald,706
Activity O,Monday,Hannah,706
Activity S,Wednesday,Lisa,706
Activity T,Friday,Anna,706
Activity P,Tuesday,Chan,706
Activity B,Thursday,Amanda,706
Activity A,Thursday,Sonia,707
Activity O,Monday,Hannah,707
Activity S,Monday,James,707
Activity T,Friday,Clayton,707
Activity P,Tuesday,Chan,707
Activity B,Tuesday,Doretta,707
Activity A,Monday,Lourdes,708
Activity O,Friday,Sharee,708
Activity U,Wednesday,Carmella,708
Activity X,Wednesday,Hannah,708
Activity V,Tuesday,Emily,708
Activity P,Wednesday,Marilyn,708
Activity B,Monday,Pam,708
Activity A,Monday,Lourdes,709
Activity S,Wednesday,Lisa,709
Activity T,Tuesday,James,709
Activity O,Monday,Hannah,709
Activity P,Tuesday,Chan,709
Activity B,Thursday,Amanda,709
Activity A,Friday,Seth,710
Activity O,Wednesday,Lannie,710
Activity S,Wednesday,Lisa,710
Activity T,Friday,Clayton,710
Activity P,Friday,Jimmy,710
Activity B,Thursday,Craig,710
Activity A,Thursday,Sharee,711
Activity O,Monday,Hannah,711
Activity S,Friday,Lisa,711
Activity T,Friday,Anna,711
Activity P,Tuesday,Chan,711
Activity B,Thursday,Amanda,711
Activity A,Friday,Melany,712
Activity Z,Monday,Lannie,712
Activity AA,Thursday,Paul,712
Activity AF,Thursday,Lannie,712
Activity AB,Tuesday,Amanda,712
Activity B,Thursday,Amanda,712
Activity A,Wednesday,Lourdes,713
Activity O,Friday,Sharee,713
Activity U,Thursday,Anna,713
Activity X,Monday,Hugo,713
Activity V,Tuesday,Brian,713
Activity P,Tuesday,Shandi,713
Activity B,Thursday,Charles,713
Activity A,Wednesday,Donald,714
Activity O,Friday,Sharee,714
Activity U,Thursday,Carmella,714
Activity X,Monday,Hugo,714
Activity V,Tuesday,Brian,714
Activity P,Wednesday,Frances,714
Activity B,Thursday,Amanda,714
Activity A,Tuesday,Rossie,715
Activity Y,Wednesday,Lannie,715
Activity B,Thursday,Jimmy,715
Activity A,Wednesday,Sonia,716
Activity O,Wednesday,Marilyn,716
Activity S,Friday,Lisa,716
Activity T,Saturday,Grayce,716
Activity P,Friday,Jimmy,716
Activity B,Saturday,Craig,716
Activity A,Thursday,Seth,717
Activity O,Wednesday,Lannie,717
Activity S,Monday,James,717
Activity T,Wednesday,Jin,717
Activity P,Sunday,Shandi,717
Activity B,Monday,Emily,717
Activity A,Wednesday,Lourdes,718
Activity O,Wednesday,Lannie,718
Activity S,Wednesday,Lisa,718
Activity P,Wednesday,Frances,718
Activity B,Thursday,Amanda,718
Activity A,Wednesday,Sonia,719
Activity O,Monday,Hannah,719
Activity S,Thursday,Alpha,719
Activity T,Wednesday,Clayton,719
Activity P,Tuesday,Micheline,719
Activity B,Monday,Pam,719
Activity A,Thursday,Hugo,720
Activity AF,Monday,Jamika,720
Activity AB,Tuesday,Amanda,720
Activity Z,Monday,Lannie,720
Activity AA,Monday,Rossana,720
Activity B,Thursday,Amanda,720
Activity S,Monday,James,721
Activity T,Tuesday,James,721
Activity A,Thursday,Sharee,721
Activity O,Monday,Hannah,721
Activity P,Tuesday,Chan,721
Activity B,Tuesday,Doretta,721
Activity A,Wednesday,Lourdes,722
Activity O,Thursday,Lucy,722
Activity U,Wednesday,Johnny,722
Activity X,Wednesday,Hannah,722
Activity V,Tuesday,Brian,722
Activity P,Friday,Johnny,722
Activity B,Thursday,Charles,722
Random activity 17,Random day 1,Random user 13,723
Activity A,Friday,Seth,723
Random activity 16,Random day 3,Random user 56,723
Activity O,Thursday,Lucy,723
Activity U,Wednesday,Johnny,723
Activity X,Wednesday,Hannah,723
Activity V,Tuesday,Emily,723
Activity P,Tuesday,Chan,723
Activity B,Tuesday,Doretta,723
Activity A,Thursday,Sharee,724
Activity O,Monday,Hannah,724
Activity S,Monday,James,724
Activity T,Friday,Anna,724
Activity P,Wednesday,Frances,724
Activity B,Thursday,Amanda,724
Activity AA,Thursday,Clayton,725
Activity AD,Thursday,Clayton,725
Activity A,Friday,Steve,725
Activity Z,Monday,Lannie,725
Activity AB,Friday,Amanda,725
Activity B,Thursday,Amanda,725
Activity O,Monday,Hannah,726
Activity S,Wednesday,Lisa,726
Activity A,Wednesday,Lourdes,726
Activity T,Friday,Clayton,726
Activity P,Wednesday,Frances,726
Activity B,Thursday,Amanda,726
Activity A,Thursday,Donald,727
Activity O,Monday,Hannah,727
Activity S,Friday,Lisa,727
Activity T,Friday,Anna,727
Activity P,Friday,Johnny,727
Activity B,Thursday,Charles,727
Activity A,Friday,Seth,728
Activity O,Friday,Sonia,728
Activity U,Wednesday,Carmella,728
Activity X,Monday,Hugo,728
Activity V,Tuesday,Brian,728
Activity P,Wednesday,Frances,728
Activity B,Thursday,Amanda,728
Activity A,Friday,Donald,729
Activity O,Monday,Hannah,729
Activity S,Monday,James,729
Activity T,Wednesday,Jin,729
Activity P,Tuesday,Ryan,729
Activity B,Wednesday,Craig,729
Activity A,Thursday,Sharee,730
Activity O,Friday,Sharee,730
Activity U,Thursday,Anna,730
Activity X,Monday,Hugo,730
Activity V,Tuesday,Brian,730
Activity P,Tuesday,Chan,730
Activity B,Thursday,Amanda,730
Activity AA,Monday,Gema,731
Activity AD,Wednesday,Sherell,731
Activity AB,Tuesday,Amanda,731
Activity A,Friday,Melany,731
Activity Z,Monday,Lannie,731
Activity B,Thursday,Amanda,731
Activity A,Friday,Sonia,732
Activity O,Wednesday,Lannie,732
Activity S,Monday,James,732
Activity T,Tuesday,James,732
Activity P,Tuesday,Chan,732
Activity B,Tuesday,Doretta,732
Activity A,Friday,Melany,733
Activity Z,Thursday,Lannie,733
Activity AE,Tuesday,Rossie,733
Activity AB,Tuesday,Hoyt,733
Activity B,Monday,Hugo,733
Activity A,Friday,Melany,734
Activity Z,Thursday,Lannie,734
Activity AA,Monday,Gema,734
Activity AD,Monday,Brant,734
Activity AB,Tuesday,Amanda,734
Activity B,Thursday,Amanda,734
Activity A,Tuesday,Rossie,735
Activity Y,Wednesday,Lannie,735
Activity B,Thursday,Jimmy,735
Activity U,Wednesday,Anna,736
Activity X,Wednesday,Hannah,736
Activity V,Tuesday,Emily,736
Activity P,Tuesday,Chan,736
Activity B,Thursday,Amanda,736
Activity V,Tuesday,Brian,737
Activity P,Tuesday,Chan,737
Activity A,Friday,Donald,737
Activity O,Friday,Sharee,737
Activity U,Wednesday,Carmella,737
Activity X,Wednesday,Hannah,737
Activity B,Thursday,Amanda,737
Activity A,Wednesday,Steve,738
Activity Z,Monday,Lannie,738
Activity AA,Wednesday,Maryellen,738
Activity AF,Thursday,Alpha,738
Activity AB,Tuesday,Amanda,738
Activity B,Tuesday,Doretta,738
Activity A,Thursday,Sharee,739
Activity O,Monday,Hannah,739
Activity S,Monday,James,739
Activity T,Friday,Anna,739
Activity P,Friday,Jimmy,739
Activity B,Wednesday,Craig,739
Activity A,Monday,Lourdes,740
Activity O,Friday,Sharee,740
Activity U,Wednesday,Carmella,740
Activity X,Monday,Hugo,740
Activity V,Tuesday,Emily,740
Activity P,Friday,Johnny,740
Activity B,Thursday,Charles,740
Activity A,Wednesday,Donald,741
Activity O,Monday,Hannah,741
Activity T,Friday,Clayton,741
Activity P,Tuesday,Ryan,741
Activity S,Friday,Lisa,741
Activity B,Wednesday,Craig,741
Activity A,Friday,Melany,742
Activity Z,Thursday,Lannie,742
Activity AA,Friday,Paul,742
Activity AF,Monday,Jamika,742
Activity AB,Friday,Amanda,742
Activity B,Thursday,Amanda,742
Activity A,Monday,Sonia,743
Activity O,Wednesday,Lannie,743
Activity S,Monday,James,743
Activity T,Friday,Clayton,743
Activity P,Tuesday,Ryan,743
Activity B,Wednesday,Craig,743
Activity A,Friday,Melany,744
Activity Z,Monday,Lannie,744
Activity AA,Wednesday,Sherlene,744
Activity AC,Thursday,Jin,744
Activity AB,Tuesday,Jamika,744
Activity B,Thursday,Amanda,744
Activity A,Friday,Melany,745
Activity Z,Monday,Lannie,745
Activity AA,Thursday,Paul,745
